"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-04-16#StationRSP/KLRSP/L1Phuentsholing62775.5262.782Rinchending62855.9862.863Pasakha62909.6262.914Chimakothi64171.2864.175Lungtenzampa64635.664.646Paro Town64627.0964.637Haa65347.0265.358Bajo Town64902.0864.99Beychu65125.5865.1310Samtse Town62322.2862.3211Sipsoo63921.8463.9212Gomtu62381.7562.3813Gedu63761.0163.7614Lobesa64800.0264.815Khuruthang64880.4864.8816Gasa66134.9766.13",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,62775.52,62.78
2,Rinchending,62855.98,62.86
3,Pasakha,62909.62,62.91
4,Chimakothi,64171.28,64.17
5,Lungtenzampa,64635.6,64.64
6,Paro Town,64627.09,64.63
7,Haa,65347.02,65.35
8,Bajo Town,64902.08,64.9
9,Beychu,65125.58,65.13
10,Samtse Town,62322.28,62.32
11,Sipsoo,63921.84,63.92
12,Gomtu,62381.75,62.38
13,Gedu,63761.01,63.76
14,Lobesa,64800.02,64.8
15,Khuruthang,64880.48,64.88
16,Gasa,66134.97,66.13
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-04-16#StationRSP/KLRSP/L1Phuentsholing62775.5262.782Rinchending62855.9862.863Pasakha62909.6262.914Chimakothi64171.2864.175Lungtenzampa64635.664.646Paro Town64627.0964.637Haa65347.0265.358Bajo Town64902.0864.99Beychu65125.5865.1310Samtse Town62322.2862.3211Sipsoo63921.8463.9212Gomtu62381.7562.3813Gedu63761.0163.7614Lobesa64800.0264.815Khuruthang64880.4864.8816Gasa66134.9766.13",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,62775.52,62.78
2,Rinchending,62855.98,62.86
3,Pasakha,62909.62,62.91
4,Chimakothi,64171.28,64.17
5,Lungtenzampa,64635.6,64.64
6,Paro Town,64627.09,64.63
7,Haa,65347.02,65.35
8,Bajo Town,64902.08,64.9
9,Beychu,65125.58,65.13
10,Samtse Town,62322.28,62.32
11,Sipsoo,63921.84,63.92
12,Gomtu,62381.75,62.38
13,Gedu,63761.01,63.76
14,Lobesa,64800.02,64.8
15,Khuruthang,64880.48,64.88
16,Gasa,66134.97,66.13
