"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Gelephu Town65206.7465.212Sarpang65288.565.293Dagapela66889.0266.894Tsirang66407.8766.415Zhemgang69517.9569.526Trongsa68502.7468.57Bumthang68925.1268.938Dagana67378.867.389Lhamoizingkha68250.1268.2510Dangdung68646.8768.6511Panbang66759.2766.7612Tingtibi66963.1666.96",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,65206.74,65.21
2,Sarpang,65288.5,65.29
3,Dagapela,66889.02,66.89
4,Tsirang,66407.87,66.41
5,Zhemgang,69517.95,69.52
6,Trongsa,68502.74,68.5
7,Bumthang,68925.12,68.93
8,Dagana,67378.8,67.38
9,Lhamoizingkha,68250.12,68.25
10,Dangdung,68646.87,68.65
11,Panbang,66759.27,66.76
12,Tingtibi,66963.16,66.96
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-06-01#StationRSP/KLRSP/L1Gelephu Town65206.7465.212Sarpang65288.565.293Dagapela66889.0266.894Tsirang66407.8766.415Zhemgang69517.9569.526Trongsa68502.7468.57Bumthang68925.1268.938Dagana67378.867.389Lhamoizingkha68250.1268.2510Dangdung68646.8768.6511Panbang66759.2766.7612Tingtibi66963.1666.96",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,65206.74,65.21
2,Sarpang,65288.5,65.29
3,Dagapela,66889.02,66.89
4,Tsirang,66407.87,66.41
5,Zhemgang,69517.95,69.52
6,Trongsa,68502.74,68.5
7,Bumthang,68925.12,68.93
8,Dagana,67378.8,67.38
9,Lhamoizingkha,68250.12,68.25
10,Dangdung,68646.87,68.65
11,Panbang,66759.27,66.76
12,Tingtibi,66963.16,66.96
