"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-02-01#StationRSP/KLRSP/L1Lobesa77510.7477.512Phuentsholing75421.2575.423Rinchending75501.7175.54Pasakha75555.3575.565Chimakothi76927.8276.936Chubachu77384.7877.387Paro Shaba77385.4177.398Haa78146.1978.159Wangdue Zero Point77600.1477.610Beychu77823.6477.8211Samtse Checkpost74925.3974.9312Sipsoo76579.9676.5813Pagli74983.7374.9814Gedu76519.5676.5215Mitsina77510.7477.5116Khuruthang77575.9877.5817Gasa78925.3278.9318Dorokha76272.0676.2719Langdru (Khasadrapchu)77232.877.2320Chanzamtok77384.7877.3821Gomtu Phuentshopelri75421.2575.4222Motithang77384.7877.3823Lungtenzampa77384.7877.3824Olakha77384.7877.3825Samtse Town74925.3974.9326Langlitsawa77823.6477.8227Gomtu74983.7374.9828Phuentsholing Truck Parking75421.2575.4229Phuentsholing Dungkhag Office75421.2575.4230Phuentsholing Near MDP75421.2575.42",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,77510.74,77.51
2,Phuentsholing,75421.25,75.42
3,Rinchending,75501.71,75.5
4,Pasakha,75555.35,75.56
5,Chimakothi,76927.82,76.93
6,Chubachu,77384.78,77.38
7,Paro Shaba,77385.41,77.39
8,Haa,78146.19,78.15
9,Wangdue Zero Point,77600.14,77.6
10,Beychu,77823.64,77.82
11,Samtse Checkpost,74925.39,74.93
12,Sipsoo,76579.96,76.58
13,Pagli,74983.73,74.98
14,Gedu,76519.56,76.52
15,Mitsina,77510.74,77.51
16,Khuruthang,77575.98,77.58
17,Gasa,78925.32,78.93
18,Dorokha,76272.06,76.27
19,Langdru (Khasadrapchu),77232.8,77.23
20,Chanzamtok,77384.78,77.38
21,Gomtu Phuentshopelri,75421.25,75.42
22,Motithang,77384.78,77.38
23,Lungtenzampa,77384.78,77.38
24,Olakha,77384.78,77.38
25,Samtse Town,74925.39,74.93
26,Langlitsawa,77823.64,77.82
27,Gomtu,74983.73,74.98
28,Phuentsholing Truck Parking,75421.25,75.42
29,Phuentsholing Dungkhag Office,75421.25,75.42
30,Phuentsholing Near MDP,75421.25,75.42
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-02-01#StationRSP/KLRSP/L1Lobesa77510.7477.512Phuentsholing75421.2575.423Rinchending75501.7175.54Pasakha75555.3575.565Chimakothi76927.8276.936Chubachu77384.7877.387Paro Shaba77385.4177.398Haa78146.1978.159Wangdue Zero Point77600.1477.610Beychu77823.6477.8211Samtse Checkpost74925.3974.9312Sipsoo76579.9676.5813Pagli74983.7374.9814Gedu76519.5676.5215Mitsina77510.7477.5116Khuruthang77575.9877.5817Gasa78925.3278.9318Dorokha76272.0676.2719Langdru (Khasadrapchu)77232.877.2320Chanzamtok77384.7877.3821Gomtu Phuentshopelri75421.2575.4222Motithang77384.7877.3823Lungtenzampa77384.7877.3824Olakha77384.7877.3825Samtse Town74925.3974.9326Langlitsawa77823.6477.8227Gomtu74983.7374.9828Phuentsholing Truck Parking75421.2575.4229Phuentsholing Dungkhag Office75421.2575.4230Phuentsholing Near MDP75421.2575.42",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,77510.74,77.51
2,Phuentsholing,75421.25,75.42
3,Rinchending,75501.71,75.5
4,Pasakha,75555.35,75.56
5,Chimakothi,76927.82,76.93
6,Chubachu,77384.78,77.38
7,Paro Shaba,77385.41,77.39
8,Haa,78146.19,78.15
9,Wangdue Zero Point,77600.14,77.6
10,Beychu,77823.64,77.82
11,Samtse Checkpost,74925.39,74.93
12,Sipsoo,76579.96,76.58
13,Pagli,74983.73,74.98
14,Gedu,76519.56,76.52
15,Mitsina,77510.74,77.51
16,Khuruthang,77575.98,77.58
17,Gasa,78925.32,78.93
18,Dorokha,76272.06,76.27
19,Langdru (Khasadrapchu),77232.8,77.23
20,Chanzamtok,77384.78,77.38
21,Gomtu Phuentshopelri,75421.25,75.42
22,Motithang,77384.78,77.38
23,Lungtenzampa,77384.78,77.38
24,Olakha,77384.78,77.38
25,Samtse Town,74925.39,74.93
26,Langlitsawa,77823.64,77.82
27,Gomtu,74983.73,74.98
28,Phuentsholing Truck Parking,75421.25,75.42
29,Phuentsholing Dungkhag Office,75421.25,75.42
30,Phuentsholing Near MDP,75421.25,75.42
