"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,62631.62,62.63
2,Nganglam,62631.62,62.63
3,Wamrong,64155.23,64.16
4,Trashigang,64350.03,64.35
5,Trashiyangtse,65325.73,65.33
6,Mongar,65458.57,65.46
7,Gyelposing,65384.54,65.38
8,Kanglung,64596.99,64.6
9,Pemagatshel,64004.15,64
10,Lhuntse,65961.47,65.96
11,Jomotsangkha,61339.4,61.34
12,Autsho,65593.33,65.59
13,Doksum,64641.78,64.64
14,Bhangtar,63239.54,63.24
15,Rangjung,64652.16,64.65
