"#",Station,RSP/KL,RSP/L
1,Gelephu Town,43052.12,43.05
2,Sarpang,43126.06,43.13
3,Dagapela,44701.03,44.7
4,Tsirang,44215.46,44.22
5,Zhemgang,47320.51,47.32
6,Trongsa,46307.48,46.31
7,Bumthang,46706.56,46.71
8,Dagana,45182.44,45.18
9,Lhamoizingkha,49182.12,49.18
10,Dangdung,46472.88,46.47
11,Panbang,44604.65,44.6
12,Tingtibi,44798.31,44.8
