"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost66174.5866.172Sarpang66518.2666.523Dagapela67862.0767.864Tsirang67381.6167.385Zhemgang68078.6868.086Trongsa69047.8169.057Bumthang69902.9469.98Dagana68353.1668.359Lhamoizingkha67181.6667.1810Dangdung69617.7369.6211Panbang67727.1167.7312Tingtibi67355.967.3613Gelephu Gate66174.5866.1714Gelephu Town66174.5866.17",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,66174.58,66.17
2,Sarpang,66518.26,66.52
3,Dagapela,67862.07,67.86
4,Tsirang,67381.61,67.38
5,Zhemgang,68078.68,68.08
6,Trongsa,69047.81,69.05
7,Bumthang,69902.94,69.9
8,Dagana,68353.16,68.35
9,Lhamoizingkha,67181.66,67.18
10,Dangdung,69617.73,69.62
11,Panbang,67727.11,67.73
12,Tingtibi,67355.9,67.36
13,Gelephu Gate,66174.58,66.17
14,Gelephu Town,66174.58,66.17
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost66174.5866.172Sarpang66518.2666.523Dagapela67862.0767.864Tsirang67381.6167.385Zhemgang68078.6868.086Trongsa69047.8169.057Bumthang69902.9469.98Dagana68353.1668.359Lhamoizingkha67181.6667.1810Dangdung69617.7369.6211Panbang67727.1167.7312Tingtibi67355.967.3613Gelephu Gate66174.5866.1714Gelephu Town66174.5866.17",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,66174.58,66.17
2,Sarpang,66518.26,66.52
3,Dagapela,67862.07,67.86
4,Tsirang,67381.61,67.38
5,Zhemgang,68078.68,68.08
6,Trongsa,69047.81,69.05
7,Bumthang,69902.94,69.9
8,Dagana,68353.16,68.35
9,Lhamoizingkha,67181.66,67.18
10,Dangdung,69617.73,69.62
11,Panbang,67727.11,67.73
12,Tingtibi,67355.9,67.36
13,Gelephu Gate,66174.58,66.17
14,Gelephu Town,66174.58,66.17
