"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-11-01#StationRSP/KLRSP/L1Samdrup Jongkhar81270.3181.272Wamrong82987.3382.993Trashigang83021.7983.024Trashiyangtse84146.884.155Mongar84219.6984.226Gyelposing84025.7684.037Kanglung83403.1483.48Pemagatshel82787.7982.799Lhuntse84671.8384.6710Jomotsangkha82128.4182.1311Autsho84276.1284.2812Doksum83334.2283.3313Bhangtar81878.2381.8814Rangjung83369.4183.37",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,81270.31,81.27
2,Wamrong,82987.33,82.99
3,Trashigang,83021.79,83.02
4,Trashiyangtse,84146.8,84.15
5,Mongar,84219.69,84.22
6,Gyelposing,84025.76,84.03
7,Kanglung,83403.14,83.4
8,Pemagatshel,82787.79,82.79
9,Lhuntse,84671.83,84.67
10,Jomotsangkha,82128.41,82.13
11,Autsho,84276.12,84.28
12,Doksum,83334.22,83.33
13,Bhangtar,81878.23,81.88
14,Rangjung,83369.41,83.37
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2021-11-01#StationRSP/KLRSP/L1Samdrup Jongkhar81270.3181.272Wamrong82987.3382.993Trashigang83021.7983.024Trashiyangtse84146.884.155Mongar84219.6984.226Gyelposing84025.7684.037Kanglung83403.1483.48Pemagatshel82787.7982.799Lhuntse84671.8384.6710Jomotsangkha82128.4182.1311Autsho84276.1284.2812Doksum83334.2283.3313Bhangtar81878.2381.8814Rangjung83369.4183.37",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,81270.31,81.27
2,Wamrong,82987.33,82.99
3,Trashigang,83021.79,83.02
4,Trashiyangtse,84146.8,84.15
5,Mongar,84219.69,84.22
6,Gyelposing,84025.76,84.03
7,Kanglung,83403.14,83.4
8,Pemagatshel,82787.79,82.79
9,Lhuntse,84671.83,84.67
10,Jomotsangkha,82128.41,82.13
11,Autsho,84276.12,84.28
12,Doksum,83334.22,83.33
13,Bhangtar,81878.23,81.88
14,Rangjung,83369.41,83.37
