"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52324.67,52.32
2,Nganglam Potonala,52369.71,52.37
3,Wamrong,53741.32,53.74
4,Trashigang,54024.78,54.02
5,Trashiyangtse,54917.92,54.92
6,Mongar,55083.92,55.08
7,Gyelposing,55076.19,55.08
8,Kanglung,54197.44,54.2
9,Pemagatshel,53617.05,53.62
10,Lhuntse,55614.89,55.61
11,Jomotsangkha,52324.67,52.32
12,Autsho,55261.99,55.26
13,Doksum,54305.11,54.31
14,Bhangtar,52932.59,52.93
15,Rangjung,54301.77,54.3
