"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-11-16#StationRSP/KLRSP/L1Phuentsholing80708.6180.712Rinchending80789.0780.793Pasakha80842.7180.844Chimakothi82532.1982.535Lungtenzampa82968.0882.976Paro Town82994.8982.997Haa83872.5283.878Bajo Town83037.2383.049Beychu83260.7383.2610Samtse Town80203.6680.211Sipsoo81902.7681.912Gomtu80263.2680.2613Gedu82129.6882.1314Khuruthang83005.7283.0115Gasa84626.4284.6316Motithang82968.0882.9717Olakha82968.0882.9718Paro NIE Bridge82994.8982.9919Langlitsawa83260.7383.2620Wangdue Zero Point83037.2383.0421Phuentsholing Main gate80708.6180.71",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,80708.61,80.71
2,Rinchending,80789.07,80.79
3,Pasakha,80842.71,80.84
4,Chimakothi,82532.19,82.53
5,Lungtenzampa,82968.08,82.97
6,Paro Town,82994.89,82.99
7,Haa,83872.52,83.87
8,Bajo Town,83037.23,83.04
9,Beychu,83260.73,83.26
10,Samtse Town,80203.66,80.2
11,Sipsoo,81902.76,81.9
12,Gomtu,80263.26,80.26
13,Gedu,82129.68,82.13
14,Khuruthang,83005.72,83.01
15,Gasa,84626.42,84.63
16,Motithang,82968.08,82.97
17,Olakha,82968.08,82.97
18,Paro NIE Bridge,82994.89,82.99
19,Langlitsawa,83260.73,83.26
20,Wangdue Zero Point,83037.23,83.04
21,Phuentsholing Main gate,80708.61,80.71
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-11-16#StationRSP/KLRSP/L1Phuentsholing80708.6180.712Rinchending80789.0780.793Pasakha80842.7180.844Chimakothi82532.1982.535Lungtenzampa82968.0882.976Paro Town82994.8982.997Haa83872.5283.878Bajo Town83037.2383.049Beychu83260.7383.2610Samtse Town80203.6680.211Sipsoo81902.7681.912Gomtu80263.2680.2613Gedu82129.6882.1314Khuruthang83005.7283.0115Gasa84626.4284.6316Motithang82968.0882.9717Olakha82968.0882.9718Paro NIE Bridge82994.8982.9919Langlitsawa83260.7383.2620Wangdue Zero Point83037.2383.0421Phuentsholing Main gate80708.6180.71",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,80708.61,80.71
2,Rinchending,80789.07,80.79
3,Pasakha,80842.71,80.84
4,Chimakothi,82532.19,82.53
5,Lungtenzampa,82968.08,82.97
6,Paro Town,82994.89,82.99
7,Haa,83872.52,83.87
8,Bajo Town,83037.23,83.04
9,Beychu,83260.73,83.26
10,Samtse Town,80203.66,80.2
11,Sipsoo,81902.76,81.9
12,Gomtu,80263.26,80.26
13,Gedu,82129.68,82.13
14,Khuruthang,83005.72,83.01
15,Gasa,84626.42,84.63
16,Motithang,82968.08,82.97
17,Olakha,82968.08,82.97
18,Paro NIE Bridge,82994.89,82.99
19,Langlitsawa,83260.73,83.26
20,Wangdue Zero Point,83037.23,83.04
21,Phuentsholing Main gate,80708.61,80.71
