"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-12-01#StationRSP/KLRSP/L1Lobesa75985.0275.992Phuentsholing73785.8173.793Rinchending73866.2773.874Pasakha73919.9173.925Chimakothi75524.6775.526Chubachu75966.1975.977Paro Shaba75986.0175.998Haa76832.476.839Wangdue Zero Point76074.4276.0710Beychu76297.9276.311Samtse Checkpost73280.8573.2812Sipsoo74970.4974.9713Pagli73340.4573.3414Gedu75120.6275.1215Mitsina75985.0275.9916Khuruthang76044.8776.0417Gasa77593.0577.5918Dorokha74747.7374.7519Langdru (Khasadrapchu)75814.2175.8120Chanzamtok75966.1975.9721Gomtu Phuentshopelri73340.4573.3422Motithang75966.1975.9723Lungtenzampa75966.1975.9724Olakha75966.1975.9725Samtse Town73280.8573.2826Langlitsawa76297.9276.327Gomtu73340.4573.3428Phuentsholing Truck Parking73785.8173.7929Phuentsholing Dungkhag Office73785.8173.7930Phuentsholing Near MDP73785.8173.79",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,75985.02,75.99
2,Phuentsholing,73785.81,73.79
3,Rinchending,73866.27,73.87
4,Pasakha,73919.91,73.92
5,Chimakothi,75524.67,75.52
6,Chubachu,75966.19,75.97
7,Paro Shaba,75986.01,75.99
8,Haa,76832.4,76.83
9,Wangdue Zero Point,76074.42,76.07
10,Beychu,76297.92,76.3
11,Samtse Checkpost,73280.85,73.28
12,Sipsoo,74970.49,74.97
13,Pagli,73340.45,73.34
14,Gedu,75120.62,75.12
15,Mitsina,75985.02,75.99
16,Khuruthang,76044.87,76.04
17,Gasa,77593.05,77.59
18,Dorokha,74747.73,74.75
19,Langdru (Khasadrapchu),75814.21,75.81
20,Chanzamtok,75966.19,75.97
21,Gomtu Phuentshopelri,73340.45,73.34
22,Motithang,75966.19,75.97
23,Lungtenzampa,75966.19,75.97
24,Olakha,75966.19,75.97
25,Samtse Town,73280.85,73.28
26,Langlitsawa,76297.92,76.3
27,Gomtu,73340.45,73.34
28,Phuentsholing Truck Parking,73785.81,73.79
29,Phuentsholing Dungkhag Office,73785.81,73.79
30,Phuentsholing Near MDP,73785.81,73.79
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-12-01#StationRSP/KLRSP/L1Lobesa75985.0275.992Phuentsholing73785.8173.793Rinchending73866.2773.874Pasakha73919.9173.925Chimakothi75524.6775.526Chubachu75966.1975.977Paro Shaba75986.0175.998Haa76832.476.839Wangdue Zero Point76074.4276.0710Beychu76297.9276.311Samtse Checkpost73280.8573.2812Sipsoo74970.4974.9713Pagli73340.4573.3414Gedu75120.6275.1215Mitsina75985.0275.9916Khuruthang76044.8776.0417Gasa77593.0577.5918Dorokha74747.7374.7519Langdru (Khasadrapchu)75814.2175.8120Chanzamtok75966.1975.9721Gomtu Phuentshopelri73340.4573.3422Motithang75966.1975.9723Lungtenzampa75966.1975.9724Olakha75966.1975.9725Samtse Town73280.8573.2826Langlitsawa76297.9276.327Gomtu73340.4573.3428Phuentsholing Truck Parking73785.8173.7929Phuentsholing Dungkhag Office73785.8173.7930Phuentsholing Near MDP73785.8173.79",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,75985.02,75.99
2,Phuentsholing,73785.81,73.79
3,Rinchending,73866.27,73.87
4,Pasakha,73919.91,73.92
5,Chimakothi,75524.67,75.52
6,Chubachu,75966.19,75.97
7,Paro Shaba,75986.01,75.99
8,Haa,76832.4,76.83
9,Wangdue Zero Point,76074.42,76.07
10,Beychu,76297.92,76.3
11,Samtse Checkpost,73280.85,73.28
12,Sipsoo,74970.49,74.97
13,Pagli,73340.45,73.34
14,Gedu,75120.62,75.12
15,Mitsina,75985.02,75.99
16,Khuruthang,76044.87,76.04
17,Gasa,77593.05,77.59
18,Dorokha,74747.73,74.75
19,Langdru (Khasadrapchu),75814.21,75.81
20,Chanzamtok,75966.19,75.97
21,Gomtu Phuentshopelri,73340.45,73.34
22,Motithang,75966.19,75.97
23,Lungtenzampa,75966.19,75.97
24,Olakha,75966.19,75.97
25,Samtse Town,73280.85,73.28
26,Langlitsawa,76297.92,76.3
27,Gomtu,73340.45,73.34
28,Phuentsholing Truck Parking,73785.81,73.79
29,Phuentsholing Dungkhag Office,73785.81,73.79
30,Phuentsholing Near MDP,73785.81,73.79
