"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Gelephu Town71981.1271.982Sarpang72366.7472.373Dagapela73847.5173.854Tsirang73390.8173.395Zhemgang76528.6676.536Trongsa75501.3875.57Bumthang76052.3376.058Dagana74383.4774.389Lhamoizingkha76491.0276.4910Dangdung75528.0975.5311Panbang73533.6573.5312Tingtibi73793.9873.79",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,71981.12,71.98
2,Sarpang,72366.74,72.37
3,Dagapela,73847.51,73.85
4,Tsirang,73390.81,73.39
5,Zhemgang,76528.66,76.53
6,Trongsa,75501.38,75.5
7,Bumthang,76052.33,76.05
8,Dagana,74383.47,74.38
9,Lhamoizingkha,76491.02,76.49
10,Dangdung,75528.09,75.53
11,Panbang,73533.65,73.53
12,Tingtibi,73793.98,73.79
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Gelephu Town71981.1271.982Sarpang72366.7472.373Dagapela73847.5173.854Tsirang73390.8173.395Zhemgang76528.6676.536Trongsa75501.3875.57Bumthang76052.3376.058Dagana74383.4774.389Lhamoizingkha76491.0276.4910Dangdung75528.0975.5311Panbang73533.6573.5312Tingtibi73793.9873.79",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,71981.12,71.98
2,Sarpang,72366.74,72.37
3,Dagapela,73847.51,73.85
4,Tsirang,73390.81,73.39
5,Zhemgang,76528.66,76.53
6,Trongsa,75501.38,75.5
7,Bumthang,76052.33,76.05
8,Dagana,74383.47,74.38
9,Lhamoizingkha,76491.02,76.49
10,Dangdung,75528.09,75.53
11,Panbang,73533.65,73.53
12,Tingtibi,73793.98,73.79
