"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-04-01#StationRSP/KLRSP/L1Gelephu Town60885.8260.892Sarpang60962.1360.963Dagapela62544.8462.544Tsirang62060.662.065Zhemgang65167.1865.176Trongsa64153.4964.157Bumthang64559.6264.568Dagana63028.7963.039Lhamoizingkha64207.0864.2110Dangdung64312.4564.3111Panbang62438.3562.4412Tingtibi62635.1162.64",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,60885.82,60.89
2,Sarpang,60962.13,60.96
3,Dagapela,62544.84,62.54
4,Tsirang,62060.6,62.06
5,Zhemgang,65167.18,65.17
6,Trongsa,64153.49,64.15
7,Bumthang,64559.62,64.56
8,Dagana,63028.79,63.03
9,Lhamoizingkha,64207.08,64.21
10,Dangdung,64312.45,64.31
11,Panbang,62438.35,62.44
12,Tingtibi,62635.11,62.64
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-04-01#StationRSP/KLRSP/L1Gelephu Town60885.8260.892Sarpang60962.1360.963Dagapela62544.8462.544Tsirang62060.662.065Zhemgang65167.1865.176Trongsa64153.4964.157Bumthang64559.6264.568Dagana63028.7963.039Lhamoizingkha64207.0864.2110Dangdung64312.4564.3111Panbang62438.3562.4412Tingtibi62635.1162.64",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,60885.82,60.89
2,Sarpang,60962.13,60.96
3,Dagapela,62544.84,62.54
4,Tsirang,62060.6,62.06
5,Zhemgang,65167.18,65.17
6,Trongsa,64153.49,64.15
7,Bumthang,64559.62,64.56
8,Dagana,63028.79,63.03
9,Lhamoizingkha,64207.08,64.21
10,Dangdung,64312.45,64.31
11,Panbang,62438.35,62.44
12,Tingtibi,62635.11,62.64
