"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,38986.31,38.99
2,Nganglam Potonala,39425.9,39.43
3,Wamrong,40264.55,40.26
4,Trashigang,40662.75,40.66
5,Trashiyangtse,41449.04,41.45
6,Mongar,41657.94,41.66
7,Gyelposing,41736.03,41.74
8,Kanglung,40739.25,40.74
9,Pemagatshel,40174.96,40.17
10,Lhuntse,42225.24,42.23
11,Jomotsangkha,38986.31,38.99
12,Autsho,41892.07,41.89
13,Doksum,40928.28,40.93
14,Bhangtar,39555.47,39.56
15,Rangjung,40907.19,40.91
