"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,52256.27,52.26
2,Nganglam,52256.27,52.26
3,Wamrong,53672.21,53.67
4,Trashigang,53956.26,53.96
5,Trashiyangtse,54848.85,54.85
6,Mongar,55015.07,55.02
7,Gyelposing,55007.79,55.01
8,Kanglung,54128.43,54.13
9,Pemagatshel,53548.12,53.55
10,Lhuntse,55546.23,55.55
11,Jomotsangkha,50913.46,50.91
12,Autsho,55193.43,55.19
13,Doksum,54236.51,54.24
14,Bhangtar,52864.19,52.86
15,Rangjung,54233.08,54.23
