"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Gelephu Town71112.0171.112Sarpang71461.9271.463Dagapela72826.0872.834Tsirang72349.1572.355Zhemgang75464.0375.466Trongsa74446.7374.457Bumthang74891.374.898Dagana73323.8373.329Lhamoizingkha74085.2374.0910Dangdung74570.5874.5711Panbang72664.5472.6612Tingtibi72878.1872.88",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,71112.01,71.11
2,Sarpang,71461.92,71.46
3,Dagapela,72826.08,72.83
4,Tsirang,72349.15,72.35
5,Zhemgang,75464.03,75.46
6,Trongsa,74446.73,74.45
7,Bumthang,74891.3,74.89
8,Dagana,73323.83,73.32
9,Lhamoizingkha,74085.23,74.09
10,Dangdung,74570.58,74.57
11,Panbang,72664.54,72.66
12,Tingtibi,72878.18,72.88
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-10-01#StationRSP/KLRSP/L1Gelephu Town71112.0171.112Sarpang71461.9271.463Dagapela72826.0872.834Tsirang72349.1572.355Zhemgang75464.0375.466Trongsa74446.7374.457Bumthang74891.374.898Dagana73323.8373.329Lhamoizingkha74085.2374.0910Dangdung74570.5874.5711Panbang72664.5472.6612Tingtibi72878.1872.88",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,71112.01,71.11
2,Sarpang,71461.92,71.46
3,Dagapela,72826.08,72.83
4,Tsirang,72349.15,72.35
5,Zhemgang,75464.03,75.46
6,Trongsa,74446.73,74.45
7,Bumthang,74891.3,74.89
8,Dagana,73323.83,73.32
9,Lhamoizingkha,74085.23,74.09
10,Dangdung,74570.58,74.57
11,Panbang,72664.54,72.66
12,Tingtibi,72878.18,72.88
