"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-09-16#StationRSP/KLRSP/L1Phuentsholing73208.0473.212Rinchending73288.573.293Pasakha73342.1473.344Chimakothi74939.8374.945Lungtenzampa75381.8275.386Paro Town75401.0575.47Haa76244.8476.248Bajo Town75493.3175.499Beychu75716.8175.7210Samtse Town72753.6972.7511Sipsoo74391.9374.3912Gomtu72813.372.8113Gedu74535.6574.5414Khuruthang75463.9375.4615Gasa77006.0677.0116Motithang75381.8275.3817Olakha75381.8275.3818Paro NIE Bridge75401.0575.419Langlitsawa75716.8175.7220Wangdue Zero Point75493.3175.4921Phuentsholing Main gate73208.0473.21",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,73208.04,73.21
2,Rinchending,73288.5,73.29
3,Pasakha,73342.14,73.34
4,Chimakothi,74939.83,74.94
5,Lungtenzampa,75381.82,75.38
6,Paro Town,75401.05,75.4
7,Haa,76244.84,76.24
8,Bajo Town,75493.31,75.49
9,Beychu,75716.81,75.72
10,Samtse Town,72753.69,72.75
11,Sipsoo,74391.93,74.39
12,Gomtu,72813.3,72.81
13,Gedu,74535.65,74.54
14,Khuruthang,75463.93,75.46
15,Gasa,77006.06,77.01
16,Motithang,75381.82,75.38
17,Olakha,75381.82,75.38
18,Paro NIE Bridge,75401.05,75.4
19,Langlitsawa,75716.81,75.72
20,Wangdue Zero Point,75493.31,75.49
21,Phuentsholing Main gate,73208.04,73.21
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-09-16#StationRSP/KLRSP/L1Phuentsholing73208.0473.212Rinchending73288.573.293Pasakha73342.1473.344Chimakothi74939.8374.945Lungtenzampa75381.8275.386Paro Town75401.0575.47Haa76244.8476.248Bajo Town75493.3175.499Beychu75716.8175.7210Samtse Town72753.6972.7511Sipsoo74391.9374.3912Gomtu72813.372.8113Gedu74535.6574.5414Khuruthang75463.9375.4615Gasa77006.0677.0116Motithang75381.8275.3817Olakha75381.8275.3818Paro NIE Bridge75401.0575.419Langlitsawa75716.8175.7220Wangdue Zero Point75493.3175.4921Phuentsholing Main gate73208.0473.21",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,73208.04,73.21
2,Rinchending,73288.5,73.29
3,Pasakha,73342.14,73.34
4,Chimakothi,74939.83,74.94
5,Lungtenzampa,75381.82,75.38
6,Paro Town,75401.05,75.4
7,Haa,76244.84,76.24
8,Bajo Town,75493.31,75.49
9,Beychu,75716.81,75.72
10,Samtse Town,72753.69,72.75
11,Sipsoo,74391.93,74.39
12,Gomtu,72813.3,72.81
13,Gedu,74535.65,74.54
14,Khuruthang,75463.93,75.46
15,Gasa,77006.06,77.01
16,Motithang,75381.82,75.38
17,Olakha,75381.82,75.38
18,Paro NIE Bridge,75401.05,75.4
19,Langlitsawa,75716.81,75.72
20,Wangdue Zero Point,75493.31,75.49
21,Phuentsholing Main gate,73208.04,73.21
