"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-07-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost69077.6769.082Sarpang69458.1869.463Dagapela70922.2470.924Tsirang70462.6470.465Zhemgang71183.471.186Trongsa72142.2272.147Bumthang73107.0573.118Dagana71452.7271.459Lhamoizingkha70087.3370.0910Dangdung72611.9872.6111Panbang70630.270.6312Tingtibi70307.1470.31",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,69077.67,69.08
2,Sarpang,69458.18,69.46
3,Dagapela,70922.24,70.92
4,Tsirang,70462.64,70.46
5,Zhemgang,71183.4,71.18
6,Trongsa,72142.22,72.14
7,Bumthang,73107.05,73.11
8,Dagana,71452.72,71.45
9,Lhamoizingkha,70087.33,70.09
10,Dangdung,72611.98,72.61
11,Panbang,70630.2,70.63
12,Tingtibi,70307.14,70.31
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-07-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost69077.6769.082Sarpang69458.1869.463Dagapela70922.2470.924Tsirang70462.6470.465Zhemgang71183.471.186Trongsa72142.2272.147Bumthang73107.0573.118Dagana71452.7271.459Lhamoizingkha70087.3370.0910Dangdung72611.9872.6111Panbang70630.270.6312Tingtibi70307.1470.31",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,69077.67,69.08
2,Sarpang,69458.18,69.46
3,Dagapela,70922.24,70.92
4,Tsirang,70462.64,70.46
5,Zhemgang,71183.4,71.18
6,Trongsa,72142.22,72.14
7,Bumthang,73107.05,73.11
8,Dagana,71452.72,71.45
9,Lhamoizingkha,70087.33,70.09
10,Dangdung,72611.98,72.61
11,Panbang,70630.2,70.63
12,Tingtibi,70307.14,70.31
