"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Nganglam66547.0366.552Samdrup Jongkhar Gate66936.3266.943Nganglam Potonala66547.0366.554Wamrong68315.6668.325Trashigang68630.0568.636Trashiyangtse69494.3869.497Mongar69671.9569.678Gyelposing69687.3669.699Kanglung68776.7968.7810Pemagatshel68200.7468.211Lhuntse70212.7170.2112Jomotsangkha66936.3266.9413Autsho69865.1369.8714Doksum68906.3968.9115Bhangtar67544.2467.5416Rangjung68898.2668.917Samdrup Jongkhar Upper Town66936.3266.94",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,66547.03,66.55
2,Samdrup Jongkhar Gate,66936.32,66.94
3,Nganglam Potonala,66547.03,66.55
4,Wamrong,68315.66,68.32
5,Trashigang,68630.05,68.63
6,Trashiyangtse,69494.38,69.49
7,Mongar,69671.95,69.67
8,Gyelposing,69687.36,69.69
9,Kanglung,68776.79,68.78
10,Pemagatshel,68200.74,68.2
11,Lhuntse,70212.71,70.21
12,Jomotsangkha,66936.32,66.94
13,Autsho,69865.13,69.87
14,Doksum,68906.39,68.91
15,Bhangtar,67544.24,67.54
16,Rangjung,68898.26,68.9
17,Samdrup Jongkhar Upper Town,66936.32,66.94
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-09-01#StationRSP/KLRSP/L1Nganglam66547.0366.552Samdrup Jongkhar Gate66936.3266.943Nganglam Potonala66547.0366.554Wamrong68315.6668.325Trashigang68630.0568.636Trashiyangtse69494.3869.497Mongar69671.9569.678Gyelposing69687.3669.699Kanglung68776.7968.7810Pemagatshel68200.7468.211Lhuntse70212.7170.2112Jomotsangkha66936.3266.9413Autsho69865.1369.8714Doksum68906.3968.9115Bhangtar67544.2467.5416Rangjung68898.2668.917Samdrup Jongkhar Upper Town66936.3266.94",,,
"#",Station,RSP/KL,RSP/L
1,Nganglam,66547.03,66.55
2,Samdrup Jongkhar Gate,66936.32,66.94
3,Nganglam Potonala,66547.03,66.55
4,Wamrong,68315.66,68.32
5,Trashigang,68630.05,68.63
6,Trashiyangtse,69494.38,69.49
7,Mongar,69671.95,69.67
8,Gyelposing,69687.36,69.69
9,Kanglung,68776.79,68.78
10,Pemagatshel,68200.74,68.2
11,Lhuntse,70212.71,70.21
12,Jomotsangkha,66936.32,66.94
13,Autsho,69865.13,69.87
14,Doksum,68906.39,68.91
15,Bhangtar,67544.24,67.54
16,Rangjung,68898.26,68.9
17,Samdrup Jongkhar Upper Town,66936.32,66.94
