"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-04-01#StationRSP/KLRSP/L1Ramtokto65113.5865.11",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,65113.58,65.11
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-04-01#StationRSP/KLRSP/L1Ramtokto65113.5865.11",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,65113.58,65.11
