Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Samdrup Jongkhar,81442.66,81.44
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Wamrong,83161.47,83.16
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Trashigang,83194.45,83.19
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Trashiyangtse,84320.84,84.32
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Mongar,84393.18,84.39
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gyelposing,84198.13,84.2
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Kanglung,83577.04,83.58
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Pemagatshel,82961.48,82.96
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Lhuntse,84844.84,84.84
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Jomotsangkha,82288.37,82.29
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Autsho,84448.88,84.45
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Doksum,83507.07,83.51
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Bhangtar,82050.58,82.05
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Rangjung,83542.49,83.54
