Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Samdrup Jongkhar Gate,67082.33,67.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Nganglam Potonala,67039.41,67.04
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Wamrong,68652.12,68.65
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Trashigang,68808.63,68.81
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Trashiyangtse,69819.99,69.82
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Mongar,69938.52,69.94
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Gyelposing,69835.86,69.84
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Kanglung,69087.69,69.09
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Pemagatshel,68489.47,68.49
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Lhuntse,70429.3,70.43
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Jomotsangkha,67082.33,67.08
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Autsho,70054.57,70.05
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Doksum,69105.32,69.11
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Bhangtar,67690.25,67.69
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-05-16,Rangjung,69121.63,69.12
