Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Gelephu Town,65206.74,65.21
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Sarpang,65288.5,65.29
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Dagapela,66889.02,66.89
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Tsirang,66407.87,66.41
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Zhemgang,69517.95,69.52
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Trongsa,68502.74,68.5
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Bumthang,68925.12,68.93
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Dagana,67378.8,67.38
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Lhamoizingkha,68250.12,68.25
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Dangdung,68646.87,68.65
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Panbang,66759.27,66.76
Central Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-06-01,Tingtibi,66963.16,66.96
