Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Phuentsholing,62775.52,62.78
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Rinchending,62855.98,62.86
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Pasakha,62909.62,62.91
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Chimakothi,64171.28,64.17
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Lungtenzampa,64635.6,64.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Paro Town,64627.09,64.63
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Haa,65347.02,65.35
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Bajo Town,64902.08,64.9
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Beychu,65125.58,65.13
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Samtse Town,62322.28,62.32
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Sipsoo,63921.84,63.92
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Gomtu,62381.75,62.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Gedu,63761.01,63.76
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Lobesa,64800.02,64.8
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Khuruthang,64880.48,64.88
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-04-16,Gasa,66134.97,66.13
