Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Samdrup Jongkhar Gate,72160.75,72.16
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Nganglam Potonala,71770.51,71.77
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Wamrong,73783.24,73.78
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Trashigang,73896.07,73.9
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Trashiyangtse,74948.1,74.95
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Mongar,75050.3,75.05
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Gyelposing,74914.96,74.91
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Kanglung,74211.73,74.21
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Pemagatshel,73607.39,73.61
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Lhuntse,75527.24,75.53
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Jomotsangkha,72160.75,72.16
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Autsho,75145.01,75.15
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Doksum,74198.39,74.2
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Bhangtar,72768.67,72.77
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-07-16,Rangjung,74221.46,74.22
