Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Nganglam,80667.8,80.67
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Samdrup Jongkhar Gate,80883.72,80.88
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Nganglam Potonala,80667.8,80.67
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Wamrong,82596.73,82.6
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Trashigang,82634.52,82.63
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Trashiyangtse,83756.43,83.76
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Mongar,83830.56,83.83
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Gyelposing,83639.12,83.64
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Kanglung,83013.07,83.01
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Pemagatshel,82398.19,82.4
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Lhuntse,84283.75,84.28
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Jomotsangkha,80883.72,80.88
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Autsho,83888.62,83.89
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Doksum,82946.51,82.95
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Bhangtar,81491.64,81.49
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Rangjung,82981.19,82.98
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-02-16,Samdrup Jongkhar Upper Town,80883.72,80.88
