Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Gelephu Town,65598.74,65.6
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Sarpang,65712.42,65.71
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Dagapela,67417.15,67.42
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Tsirang,66954.08,66.95
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Zhemgang,70084.7,70.08
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Trongsa,69060.56,69.06
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Bumthang,69578,69.58
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Dagana,67941.08,67.94
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Lhamoizingkha,69476.84,69.48
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Dangdung,69117.87,69.12
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Panbang,67151.27,67.15
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Tingtibi,67396.89,67.4
