Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Nganglam,76031.1,76.03
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Samdrup Jongkhar Gate,76157.07,76.16
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Nganglam Potonala,76031.1,76.03
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Wamrong,77821.03,77.82
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Trashigang,77899.48,77.9
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Trashiyangtse,78983.53,78.98
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Mongar,79072.87,79.07
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Gyelposing,78911.83,78.91
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Kanglung,78243.96,78.24
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Pemagatshel,77634.78,77.63
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Lhuntse,79538.93,79.54
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Jomotsangkha,76157.07,76.16
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Autsho,79150.78,79.15
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Doksum,78206.23,78.21
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Bhangtar,76764.99,76.76
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Rangjung,78234.62,78.23
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2022-01-16,Samdrup Jongkhar Upper Town,76157.07,76.16
