Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Samdrup Jongkhar Gate,65800.09,65.8
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Nganglam Potonala,65757.29,65.76
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Wamrong,67170.99,67.17
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Trashigang,67492.38,67.49
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Trashiyangtse,68350.19,68.35
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Mongar,68530.37,68.53
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Gyelposing,68551.02,68.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Kanglung,67633.25,67.63
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Pemagatshel,67058.18,67.06
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Lhuntse,69073.36,69.07
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Jomotsangkha,65800.09,65.8
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Autsho,68726.97,68.73
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Doksum,67767.81,67.77
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Bhangtar,66408.01,66.41
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-01,Rangjung,67758.61,67.76
