Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Samdrup Jongkhar Gate,67246.16,67.25
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Nganglam Potonala,67203.35,67.2
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Wamrong,68627.8,68.63
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Trashigang,68940.29,68.94
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Trashiyangtse,69806.39,69.81
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Mongar,69983.24,69.98
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Gyelposing,69997.23,70
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Kanglung,69088.62,69.09
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Pemagatshel,68512.3,68.51
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Lhuntse,70523.41,70.52
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Jomotsangkha,67246.16,67.25
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Autsho,70175.49,70.18
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Doksum,69216.86,69.22
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Bhangtar,67854.08,67.85
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,Rangjung,69209.04,69.21
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-06-16,null,0,0
