Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Gelephu Forest Checkpost,66174.58,66.17
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Sarpang,66518.26,66.52
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Dagapela,67862.07,67.86
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Tsirang,67381.61,67.38
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Zhemgang,68078.68,68.08
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Trongsa,69047.81,69.05
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Bumthang,69902.94,69.9
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Dagana,68353.16,68.35
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Lhamoizingkha,67181.66,67.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Dangdung,69617.73,69.62
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Panbang,67727.11,67.73
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Tingtibi,67355.9,67.36
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Gelephu Gate,66174.58,66.17
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-01,Gelephu Town,66174.58,66.17
