Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Gelephu Forest Checkpost,77223.79,77.22
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Sarpang,77618.65,77.62
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Dagapela,79129.6,79.13
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Tsirang,78678.13,78.68
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Zhemgang,79408.13,79.41
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Trongsa,80362.94,80.36
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Bumthang,81370.53,81.37
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Dagana,79675.44,79.68
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Lhamoizingkha,78234.45,78.23
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Dangdung,80793.63,80.79
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Panbang,78776.32,78.78
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Tingtibi,78472.03,78.47
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Gelephu Gate,77223.79,77.22
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-11-16,Gelephu Town,77223.79,77.22
