Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Phuentsholing,43832.93,40.58
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Rinchending,43913.39,40.66
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Pasakha,43967.03,40.72
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Chimakothi,45007.19,41.76
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Chubachu,45486.23,42.24
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Paro Shaba,45459.42,42.21
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Haa,46097.72,42.85
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Wangdue Zero Point,45854.87,42.6
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Beychu,46078.37,42.83
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Samtse Checkpost,43595.93,40.34
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Sipsoo,44954.49,41.7
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Pagli,43627.53,40.38
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Gedu,44592.9,41.34
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Mitsina,45765.47,42.51
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Khuruthang,45838.4,42.59
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Gasa,46903.29,43.65
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Dorokha,44161.37,40.91
Western Region,SKO (in KL),Indian Oil Corporation Limited,2021-04-01,Langdru (Khasadrapchu),44970.85,41.72
