Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gelephu Forest Checkpost,78974.24,78.97
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Sarpang,79334.08,79.33
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Dagapela,80730.63,80.73
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Tsirang,80259.32,80.26
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Zhemgang,80966.78,80.97
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Trongsa,81931.39,81.93
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Bumthang,82834.64,82.83
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Dagana,81239,81.24
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Lhamoizingkha,79982.45,79.98
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Dangdung,82457.37,82.46
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Panbang,80526.77,80.53
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Tingtibi,80176.68,80.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gelephu Gate,78974.24,78.97
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gelephu Town,78974.24,78.97
