Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Phuentsholing,81365.68,81.37
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Rinchending,81446.14,81.45
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Pasakha,81499.78,81.5
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Chimakothi,82924.34,82.92
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Lungtenzampa,83377.83,83.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Paro Town,83382.77,83.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Haa,84162.75,84.16
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Bajo Town,83569.18,83.57
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Beychu,83792.68,83.79
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Samtse Town,80869.82,80.87
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Sipsoo,82530.21,82.53
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Gomtu,80928.15,80.93
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Gedu,82517.02,82.52
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Khuruthang,83543.81,83.54
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Gasa,84937.73,84.94
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Motithang,83377.83,83.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Olakha,83377.83,83.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Paro NIE Bridge,83382.77,83.38
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Langlitsawa,83792.68,83.79
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Wangdue Zero Point,83569.18,83.57
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-03-01,Phuentsholing Main gate,81365.68,81.37
