Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Gelephu Town,71981.12,71.98
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Sarpang,72366.74,72.37
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dagapela,73847.51,73.85
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Tsirang,73390.81,73.39
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Zhemgang,76528.66,76.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Trongsa,75501.38,75.5
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Bumthang,76052.33,76.05
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dagana,74383.47,74.38
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Lhamoizingkha,76491.02,76.49
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Dangdung,75528.09,75.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Panbang,73533.65,73.53
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-10-01,Tingtibi,73793.98,73.79
