Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Phuentsholing,79201.62,79.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Rinchending,79282.08,79.28
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Pasakha,79335.72,79.34
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Chimakothi,80741.32,80.74
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Lungtenzampa,81196.07,81.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Paro Town,81199.44,81.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Haa,81972.43,81.97
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Bajo Town,81396.16,81.4
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Beychu,81619.66,81.62
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Samtse Town,78705.75,78.71
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Sipsoo,80364.03,80.36
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gomtu,78764.1,78.76
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gedu,80333.65,80.33
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Khuruthang,81371.23,81.37
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gasa,82748.92,82.75
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Motithang,81196.07,81.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Olakha,81196.07,81.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Paro NIE Bridge,81199.44,81.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Langlitsawa,81619.66,81.62
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Wangdue Zero Point,81396.16,81.4
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Phuentsholing Main gate,79201.62,79.2
