Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Samdrup Jongkhar,66193.66,66.19
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Nganglam,66193.66,66.19
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Wamrong,67754.23,67.75
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Trashigang,67918.39,67.92
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Trashiyangtse,68922.62,68.92
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Mongar,69044.01,69.04
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Gyelposing,68947.06,68.95
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Kanglung,68191.03,68.19
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Pemagatshel,67593.89,67.59
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Lhuntse,69537.21,69.54
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Jomotsangkha,65755.06,65.76
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Autsho,69163.8,69.16
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Doksum,68214.09,68.21
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Bhangtar,66801.58,66.8
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-01,Rangjung,68229.22,68.23
