Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Phuentsholing,98497.76,98.5
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Rinchending,98578.22,98.58
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Pasakha,98631.86,98.63
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Chimakothi,100206.55,100.21
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Lungtenzampa,100650.06,100.65
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Paro Town,100667.39,100.67
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Haa,101502.7,101.5
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Bajo Town,100772.16,100.77
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Beychu,101085.06,101.09
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Samtse Town,98001.89,98
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Sipsoo,99702.4,99.7
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Gomtu,98060.23,98.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Gedu,99801.95,99.8
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Khuruthang,100743.31,100.74
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Gasa,102265.75,102.27
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Motithang,100650.06,100.65
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Olakha,100650.06,100.65
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Paro NIE Bridge,100667.39,100.67
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Langlitsawa,101040.36,101.04
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Wangdue Zero Point,100772.16,100.77
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Phuentsholing Main gate,98497.76,98.5
