Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Phuentsholing,79747.45,79.75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Rinchending,79827.91,79.83
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Pasakha,79881.55,79.88
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Chimakothi,81559.27,81.56
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Lungtenzampa,81995.94,82
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Paro Town,82021.78,82.02
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Haa,82895.07,82.9
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Bajo Town,82070.52,82.07
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Beychu,82294.02,82.29
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Samtse Town,79250.36,79.25
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Sipsoo,80940.28,80.94
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gomtu,79308.85,79.31
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gedu,81156.54,81.16
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Khuruthang,82039.28,82.04
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Gasa,83649.91,83.65
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Motithang,81995.94,82
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Olakha,81995.94,82
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Paro NIE Bridge,82021.78,82.02
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Langlitsawa,82294.02,82.29
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Wangdue Zero Point,82070.52,82.07
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-02-16,Phuentsholing Main gate,79747.45,79.75
