Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Forest Checkpost,68180.62,68.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Sarpang,68526.84,68.53
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dagapela,69878.91,69.88
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Tsirang,69399.89,69.4
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Zhemgang,70098.58,70.1
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Trongsa,71067,71.07
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Bumthang,71929.67,71.93
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dagana,70372.7,70.37
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Lhamoizingkha,69187.88,69.19
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Dangdung,71630.04,71.63
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Panbang,69733.15,69.73
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Tingtibi,69365.25,69.37
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Gate,68180.62,68.18
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-09-16,Gelephu Town,68180.62,68.18
