Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Gelephu Forest Checkpost,69334.87,69.33
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Sarpang,69715.83,69.72
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Dagapela,71181.37,71.18
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Tsirang,70722.03,70.72
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Zhemgang,71443.08,71.44
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Trongsa,72401.78,72.4
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Bumthang,73367.96,73.37
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Dagana,71712.34,71.71
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Lhamoizingkha,70344.56,70.34
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Dangdung,72870.3,72.87
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Panbang,70887.4,70.89
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Tingtibi,70564.93,70.56
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Gelephu Gate,69334.87,69.33
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-09-01,Gelephu Town,69334.87,69.33
