Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Phuentsholing,64866.98,64.87
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Rinchending,64947.44,64.95
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Pasakha,65001.08,65
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Chimakothi,66281.07,66.28
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Chubachu,66744.17,66.74
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Paro Shaba,66737.17,66.74
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Haa,67463.86,67.46
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Wangdue Zero Point,67002.19,67
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Beychu,67225.69,67.23
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Samtse Checkpost,64414.45,64.41
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Sipsoo,66015.35,66.02
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Pagli,64473.89,64.47
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Gedu,65871.13,65.87
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Mitsina,66912.79,66.91
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Khuruthang,66980.17,66.98
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Gasa,68250.35,68.25
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Dorokha,65673.55,65.67
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-05-01,Langdru (Khasadrapchu),66592.19,66.59
