Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Gelephu Forest Checkpost,70937.47,70.94
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Sarpang,71321.25,71.32
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Dagapela,72796.02,72.8
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Tsirang,72338.28,72.34
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Zhemgang,73061.14,73.06
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Trongsa,74019.05,74.02
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Bumthang,74993.65,74.99
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Dagana,73330.01,73.33
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Lhamoizingkha,71947.36,71.95
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Dangdung,74479.89,74.48
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Panbang,72490,72.49
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-08-01,Tingtibi,72171.23,72.17
