Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Phuentsholing,69805.44,69.81
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Rinchending,69876.54,69.88
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Pasakha,69939.54,69.94
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Chimakothi,71495.59,71.5
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Lungtenzampa,71783.31,71.78
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Paro Town,71956.14,71.96
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Haa,72784.58,72.78
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Bajo Town,72071.04,72.07
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Beychu,72294.54,72.29
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Samtse Town,69351.09,69.35
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Sipsoo,70984.67,70.98
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Gomtu,69410.69,69.41
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Gedu,71090.66,71.09
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Lobesa,71962.16,71.96
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Khuruthang,72042.62,72.04
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-06-16,Gasa,73549.11,73.55
