Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Samdrup Jongkhar,65212.93,65.21
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Nganglam,65212.93,65.21
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Wamrong,66579.46,66.58
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Trashigang,66904.47,66.9
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Trashiyangtse,67758.92,67.76
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Mongar,67940.45,67.94
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Gyelposing,67963.8,67.96
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Kanglung,67042.31,67.04
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Pemagatshel,66467.75,66.47
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Lhuntse,68484.58,68.48
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Jomotsangkha,64775.4,64.78
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Autsho,68138.82,68.14
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Doksum,67179.44,67.18
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Bhangtar,65820.85,65.82
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Rangjung,67169.67,67.17
