Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Gelephu Forest Checkpost,68139.35,68.14
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Sarpang,68485.51,68.49
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Dagapela,69837.41,69.84
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Tsirang,69358.36,69.36
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Zhemgang,70057.03,70.06
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Trongsa,71025.46,71.03
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Bumthang,71887.98,71.89
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Dagana,70331.15,70.33
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Lhamoizingkha,69146.61,69.15
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Dangdung,71588.64,71.59
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Panbang,69691.88,69.69
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-08-16,Tingtibi,69323.91,69.32
