Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Gelephu Town,66487.5,66.49
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Sarpang,66602.74,66.6
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Dagapela,68312.59,68.31
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Tsirang,67850.41,67.85
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Zhemgang,70982.03,70.98
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Trongsa,69957.46,69.96
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Bumthang,70479.57,70.48
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Dagana,68838.19,68.84
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Lhamoizingkha,70365.71,70.37
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Dangdung,70010.51,70.01
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Panbang,68040.03,68.04
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-05-16,Tingtibi,68287.7,68.29
