Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Lobesa,83072.37,83.07
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Phuentsholing,80959.95,80.96
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Rinchending,81040.41,81.04
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Pasakha,81094.05,81.09
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Chimakothi,82515.06,82.52
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Chubachu,82968.79,82.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Paro Shaba,82973.43,82.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Haa,83752.1,83.75
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Wangdue Zero Point,83161.77,83.16
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Beychu,83385.27,83.39
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Samtse Checkpost,80456.21,80.46
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Sipsoo,82124.09,82.12
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Pagli,80516.32,80.52
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gedu,82107.67,82.11
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Mitsina,83072.37,83.07
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Khuruthang,83136.48,83.14
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gasa,84527.36,84.53
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Dorokha,81833.97,81.83
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Langdru (Khasadrapchu),82816.81,82.82
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Chanzamtok,82968.79,82.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gomtu Phuentshopelri,80516.32,80.52
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Motithang,82968.79,82.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Lungtenzampa,82968.79,82.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Olakha,82968.79,82.97
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Samtse Town,80456.21,80.46
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Langlitsawa,83385.27,83.39
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Gomtu,80516.32,80.52
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Phuentsholing Truck Parking,80959.95,80.96
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Phuentsholing Dungkhag Office,80959.95,80.96
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-11-01,Phuentsholing Near MDP,80959.95,80.96
