Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Phuentsholing,72834.34,72.83
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Rinchending,72914.8,72.91
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Pasakha,72968.44,72.97
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Chimakothi,74561.56,74.56
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Lungtenzampa,75003.85,75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Paro Town,75022.71,75.02
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Haa,75864.81,75.86
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Bajo Town,75117.45,75.12
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Beychu,75340.95,75.34
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Samtse Town,72379.99,72.38
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Sipsoo,74017.72,74.02
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Gomtu,72439.59,72.44
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Gedu,74157.29,74.16
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Khuruthang,75088.17,75.09
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Gasa,76626.39,76.63
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Motithang,75003.85,75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Olakha,75003.85,75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Paro NIE Bridge,75022.71,75.02
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Langlitsawa,75340.95,75.34
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Wangdue Zero Point,75117.45,75.12
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-09-01,Phuentsholing Main gate,72834.34,72.83
