Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Gelephu Forest Checkpost,76113.63,76.11
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Sarpang,76469.86,76.47
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Dagapela,77854.62,77.85
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Tsirang,77381.27,77.38
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Zhemgang,78086.41,78.09
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Trongsa,79052.03,79.05
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Bumthang,79944.52,79.94
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Dagana,78359.13,78.36
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Lhamoizingkha,77121.59,77.12
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Dangdung,79587.83,79.59
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Panbang,77666.16,77.67
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Tingtibi,77311.35,77.31
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Gelephu Gate,76113.63,76.11
Central Region,HSD (in KL),Indian Oil Corporation Limited,2021-10-16,Gelephu Town,76113.63,76.11
