Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Samdrup Jongkhar,93068.25,93.07
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Wamrong,94907.7,94.91
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Trashigang,94840.67,94.84
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Trashiyangtse,96060.19,96.06
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Mongar,96095.13,96.1
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Gyelposing,95825.3,95.83
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Kanglung,95307.07,95.31
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Pemagatshel,94677.47,94.68
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Lhuntse,96515.13,96.52
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Jomotsangkha,93913.98,93.91
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Autsho,96101.98,96.1
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Doksum,95157.24,95.16
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Bhangtar,93676.17,93.68
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2022-04-01,Rangjung,95217.08,95.22
