Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Samdrup Jongkhar,69414.98,69.41
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Nganglam,69414.98,69.41
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Wamrong,70812.74,70.81
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Trashigang,71111.86,71.11
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Trashiyangtse,71990.41,71.99
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Mongar,72162.27,72.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Gyelposing,72166.26,72.17
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Kanglung,71271.39,71.27
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Pemagatshel,70693.2,70.69
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Lhuntse,72698.2,72.7
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Jomotsangkha,70249.66,70.25
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Autsho,72347.99,72.35
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Doksum,71390.16,71.39
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Bhangtar,70022.9,70.02
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-08-01,Rangjung,71384.4,71.38
