Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Samdrup Jongkhar Gate,69041.81,69.04
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Nganglam Potonala,68998.99,69
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Wamrong,70436.79,70.44
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Trashigang,70738.22,70.74
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Trashiyangtse,71614.62,71.61
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Mongar,71787.34,71.79
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Gyelposing,71793.05,71.79
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Kanglung,70895.82,70.9
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Pemagatshel,70317.95,70.32
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Lhuntse,72324,72.32
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Jomotsangkha,69041.81,69.04
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Autsho,71974.19,71.97
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Doksum,71016.22,71.02
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Bhangtar,69649.73,69.65
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-07-01,Rangjung,71010.11,71.01
