Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Phuentsholing,74472.5,74.47
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Rinchending,74543.6,74.54
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Pasakha,74606.6,74.61
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Chimakothi,76219.77,76.22
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Lungtenzampa,76503.68,76.5
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Paro Town,76681.24,76.68
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Haa,77530.73,77.53
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Bajo Town,76765.08,76.77
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Beychu,76988.58,76.99
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Samtse Town,74018.15,74.02
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Sipsoo,75658.12,75.66
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Gomtu,74077.75,74.08
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Gedu,75815.87,75.82
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Lobesa,76654.88,76.65
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Khuruthang,76735.34,76.74
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-08-16,Gasa,78290.71,78.29
