Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Phuentsholing,78079.16,78.08
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Rinchending,78159.62,78.16
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Pasakha,78213.26,78.21
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Chimakothi,79609.02,79.61
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Lungtenzampa,80064.43,80.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Paro Town,80066.99,80.07
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Haa,80836.35,80.84
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Bajo Town,80269.05,80.27
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Beychu,80492.55,80.49
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Samtse Town,77625.92,77.63
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Sipsoo,79240.48,79.24
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Gomtu,77685.37,77.69
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Gedu,79201.18,79.2
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Khuruthang,80244.35,80.24
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Gasa,81613.63,81.61
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Motithang,80064.43,80.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Olakha,80064.43,80.06
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Paro NIE Bridge,80066.99,80.07
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Langlitsawa,80492.55,80.49
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Wangdue Zero Point,80269.05,80.27
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-10-16,Phuentsholing Main gate,78079.16,78.08
