Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Gelephu Town,56762.54,56.76
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Sarpang,56860.64,56.86
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Dagapela,58514.52,58.51
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Tsirang,58042.63,58.04
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Zhemgang,61163.23,61.16
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Trongsa,60143.45,60.14
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Bumthang,60614.5,60.61
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Dagana,59021.79,59.02
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Lhamoizingkha,60918.49,60.92
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Dangdung,60243.12,60.24
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Panbang,58315.07,58.32
Central Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Tingtibi,58540.33,58.54
