Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Samdrup Jongkhar,57354.09,57.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Nganglam,57354.09,57.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Wamrong,58822.93,58.82
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Trashigang,59063.13,59.06
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Trashiyangtse,59996.55,60
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Mongar,60146.37,60.15
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Gyelposing,60106.3,60.11
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Kanglung,59272.05,59.27
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Pemagatshel,58685.58,58.69
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Lhuntse,60663.65,60.66
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Jomotsangkha,56061.86,56.06
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Autsho,60303.31,60.3
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Doksum,59349.03,59.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Bhangtar,57962.01,57.96
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-01-16,Rangjung,59352.39,59.35
