Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Phuentsholing,55328.8,55.33
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Rinchending,55399.9,55.4
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Pasakha,55462.9,55.46
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Chimakothi,56841.79,56.84
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Lungtenzampa,57141.28,57.14
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Paro Town,57299.48,57.3
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Haa,58062.63,58.06
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Bajo Town,57510.73,57.51
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Beychu,57734.23,57.73
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Samtse Town,55228.71,55.23
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Sipsoo,56488.23,56.49
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Gomtu,55188.22,55.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Gedu,56433.64,56.43
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Lobesa,57405.95,57.41
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Khuruthang,57486.41,57.49
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2020-08-16,Gasa,58841.25,58.84
