Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Phuentsholing,45015.54,45.02
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Rinchending,45096,45.1
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Pasakha,45149.64,45.15
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Chimakothi,46255.68,46.26
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Lungtenzampa,46730.34,46.73
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Paro Town,46708.97,46.71
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Haa,47371.55,47.37
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Bajo Town,47068.59,47.07
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Beychu,47292.09,47.29
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Samtse Town,45086.85,45.09
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Sipsoo,46144.47,46.14
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Gomtu,45040.28,45.04
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Gedu,45842.58,45.84
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Lobesa,46970.14,46.97
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Khuruthang,47050.6,47.05
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-04-01,Gasa,48171.87,48.17
