Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Samdrup Jongkhar Gate,923.57,0.92
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Nganglam Potonala,53051.77,53.05
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Wamrong,1812.42,1.81
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Trashigang,2533.42,2.53
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Trashiyangtse,3019.1,3.02
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Mongar,3348.71,3.35
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Gyelposing,3668.2,3.67
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Kanglung,2339.37,2.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Pemagatshel,1820.41,1.82
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Lhuntse,4018.21,4.02
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Jomotsangkha,923.57,0.92
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Autsho,3740.53,3.74
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Doksum,2757.32,2.76
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Bhangtar,1531.49,1.53
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-08-05,Rangjung,2686.29,2.69
