Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Gelephu Forest Checkpost,52096.3,52.1
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Sarpang,52446.88,52.45
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Dagapela,53813.2,53.81
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Tsirang,53336.66,53.34
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Zhemgang,54038.16,54.04
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Trongsa,55005.36,55.01
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Bumthang,55881.03,55.88
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Dagana,54311.67,54.31
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Lhamoizingkha,53103.87,53.1
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Dangdung,55556.52,55.56
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Panbang,53648.83,53.65
Central Region,MS (in KL),Indian Oil Corporation Limited,2020-08-16,Tingtibi,53286.64,53.29
