Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Samdrup Jongkhar,53490.04,53.49
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Nganglam,53490.04,53.49
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Wamrong,54769.47,54.77
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Trashigang,55166.69,55.17
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Trashiyangtse,55953.89,55.95
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Mongar,56162.42,56.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Gyelposing,56239.77,56.24
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Kanglung,55244,55.24
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Pemagatshel,54679.58,54.68
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Lhuntse,56729.41,56.73
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Jomotsangkha,52200.96,52.2
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Autsho,56396.07,56.4
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Doksum,55432.34,55.43
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Bhangtar,54097.96,54.1
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2020-12-16,Rangjung,55411.4,55.41
