Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Samdrup Jongkhar Gate,49318.92,49.32
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Nganglam Potonala,49363.84,49.36
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Wamrong,50567.36,50.57
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Trashigang,50990.27,50.99
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Trashiyangtse,51753.54,51.75
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Mongar,51971.68,51.97
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Gyelposing,52068.25,52.07
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Kanglung,51046.05,51.05
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Pemagatshel,50485.24,50.49
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Lhuntse,52546.81,52.55
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Jomotsangkha,49318.92,49.32
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Autsho,52217.88,52.22
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Doksum,51252.61,51.25
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Bhangtar,49926.84,49.93
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2020-09-16,Rangjung,51227.7,51.23
