Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Phuentsholing,56643.73,56.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Rinchending,56724.19,56.72
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Pasakha,56777.83,56.78
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Chimakothi,57985.76,57.99
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Lungtenzampa,58453.65,58.45
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Paro Town,58440.7,58.44
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Haa,59140.83,59.14
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Bajo Town,58744.91,58.74
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Beychu,58968.41,58.97
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Samtse Town,56205.08,56.21
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Sipsoo,57784.05,57.78
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Gomtu,56262.3,56.26
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Gedu,57574.51,57.57
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Lobesa,58644.1,58.64
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Khuruthang,58724.56,58.72
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-01-01,Gasa,59933.05,59.93
